Hebrew Word,Valence,Arousal,Dominance
פירמה,0.635,0.38,0.728
פירק,0.198,0.48,0.298
פישול,0.542,0.335,0.314
פישל,0.333,0.615,0.358
פיתה,0.551,0.279,0.255
פיתוח,0.827,0.5,0.796
פיתול,0.4485,0.501,0.49050000000000005
פיתח,0.6829999999999999,0.5486666666666666,0.7633333333333333
פיתיון,0.149,0.46,0.33
פיתל,0.323,0.614,0.433
פכלתן,0.26,0.821,0.627
פלא,0.961,0.755,0.866
פלאונטולוגיה,0.438,0.308,0.617
פלאי,0.875,0.706,0.812
פלאייר,0.5105,0.395,0.507
פלאן,0.604,0.304,0.198
פלאפל,0.56,0.402,0.351
פלאשבק,0.265,0.4,0.485
פלג,0.594,0.347,0.412
פלג דתי,0.49,0.363,0.429
פלגיאט,0.394,0.478,0.4215
פלדיום,0.47,0.38,0.393
פלואורסנטיות,0.667,0.49,0.5
פלואורסצנטי,0.602,0.595,0.5
פלוגה,0.398,0.51,0.473
פלוטוניום,0.406,0.675,0.731
פלומה,0.5486666666666666,0.36366666666666664,0.3406666666666667
פלומינו,0.616,0.349,0.396
פלומתי,0.46799999999999997,0.321,0.20650000000000002
פלופ,0.385,0.475,0.349
פלזמה,0.474,0.398,0.36
פלחן,0.48,0.269,0.413
פלט,0.604,0.389,0.434
פלטה,0.59,0.333,0.205
פלטה לשיניים,0.5,0.337,0.568
פלטינה,0.75,0.518,0.702
פלטפוס,0.265,0.333,0.33
פלטפורם,0.602,0.34,0.718
פליאטיבי,0.548,0.394,0.518
פליז,0.5305,0.28500000000000003,0.4355
פליטה,0.42140000000000005,0.7736000000000001,0.5650000000000001
פליטת פה,0.3275,0.4495,0.15849999999999997
פלייאוף,0.622,0.716,0.55
פלייאר,0.561,0.334,0.441
פלייבוי,0.646,0.9,0.519
פלייבק,0.656,0.559,0.639
פליימייט,0.878,0.509,0.398
פלילי,0.09333333333333332,0.7663333333333333,0.5463333333333333
פליקציה,0.36,0.46,0.5
פלירט,0.792,0.79,0.538
פלירטוט,0.653,0.719,0.482
פלירטט,0.59,0.773,0.491
פלישה,0.41150000000000003,0.8365,0.7635000000000001
פלישתי,0.39,0.5,0.491
פלמינגו,0.667,0.451,0.482
פלנטריום,0.704,0.462,0.655
פלנל,0.49,0.25,0.327
פלנקטון,0.552,0.321,0.371
פלנקס,0.398,0.398,0.455
פלסטיות,0.542,0.471,0.402
פלסטיק,0.49,0.269,0.32
פלסטר,0.438,0.264,0.255
פלפיטציות,0.417,0.702,0.528
פלפל,0.4,0.539,0.328
פלפל אדום,0.615,0.306,0.355
פלפל ירוק,0.5,0.431,0.425
פלצבו,0.52,0.306,0.365
פלצור,0.438,0.46,0.339
פלקט,0.388,0.442,0.5
פלקסין,0.552,0.559,0.366
פלרטטן,0.714,0.721,0.491
פלרטטנית,0.714,0.721,0.491
פמוט,0.448,0.531,0.534
פמיניזם,0.541,0.57,0.636
פמליה,0.491,0.567,0.467
פמפלט,0.53,0.25,0.327
פן,0.667,0.324,0.382
פנאומטי,0.337,0.52,0.5
פנאי,0.631,0.429,0.421
פנדה,0.646,0.194,0.406
פנדנגו,0.49,0.591,0.429
פנה,0.526,0.5035000000000001,0.5715
פנומנלי,0.915,0.75,0.918
פנורמה,0.719,0.402,0.625
פנורמי,0.542,0.462,0.684
פנטגרם,0.51,0.433,0.466
פנטהאוז,0.592,0.43,0.395
פנטומימה,0.552,0.481,0.385
פנטזיה,0.88,0.627,0.474
פנטסטי,0.969,0.696,0.831
פנטסיה,0.898,0.694,0.436
פני,0.615,0.302,0.324
פני החפץ,0.47,0.394,0.464
פני כלב,0.219,0.47,0.264
פנים,0.5945,0.16499999999999998,0.4575
פנים הארץ,0.51,0.417,0.423
פנימה,0.5525,0.3925,0.527
פנימי,0.5730000000000001,0.29733333333333334,0.45533333333333337
פנינה,0.905,0.425,0.642
פניני,0.635,0.337,0.373
פנינתי,0.635,0.337,0.373
פניצילין,0.417,0.431,0.566
פניקס,0.653,0.481,0.594
פנל,0.396,0.198,0.405
פנס,0.653,0.414,0.356
פנס קדמי,0.592,0.343,0.393
פנס רחוב,0.622,0.25,0.243
פנסיה,0.625,0.409,0.406
פנסיונר,0.44,0.245,0.442
פנקייק,0.823,0.3235,0.383
פנקייקים,0.844,0.373,0.402
פנקס חשבונות,0.51,0.362,0.609
פנקס צ'קים,0.552,0.284,0.364
פנתיאון,0.144,0.41,0.61
פנתר,0.303,0.594,0.682
פס,0.395,0.42,0.37
פסגה,0.5823333333333333,0.4363333333333333,0.512
פסגת ההר,0.653,0.541,0.713
פסול,0.129,0.464,0.232
פסולת,0.302,0.47,0.302
פסוקיות,0.449,0.429,0.545
פסוקית,0.48,0.409,0.528
פסטה,0.615,0.306,0.375
פסטו,0.531,0.323,0.336
פסטיבל,0.7869999999999999,0.6399999999999999,0.558
פסטל,0.719,0.357,0.367
פסטרמה,0.542,0.415,0.348
פסיבי,0.42,0.116,0.241
פסיביות,0.241,0.115,0.246
פסיון,0.6975,0.6134999999999999,0.51
פסילה,0.1235,0.5835,0.30400000000000005
פסימי,0.088,0.394,0.236
פסימיות,0.083,0.484,0.264
פסימיסט,0.125,0.47,0.218
פסיעה,0.51,0.38,0.39
פסיפס,0.635,0.25,0.302
פסיק,0.344,0.269,0.242
פסיקה,0.551,0.462,0.691
פסל,0.129,0.464,0.232
פסלון,0.76,0.283,0.258
פסנתרן,0.755,0.41700000000000004,0.5055
פספוס,0.385,0.618,0.723
פסק,0.552,0.478,0.746
פסק דין,0.5960000000000001,0.5345,0.74
פסקה,0.51,0.164,0.269
פעוט,0.5675,0.46099999999999997,0.324
פעולה,0.59275,0.6905,0.7725
פעולות,0.48,0.549,0.798
פעולות איבה,0.276,0.81,0.444
פעור פה,0.612,0.529,0.464
פעיל,0.6396666666666667,0.6726666666666666,0.7753333333333333
פעיל מדי,0.667,0.885,0.592
פעילות,0.701,0.66,0.807
פעילות אירובית,0.708,0.771,0.627
פעימה,0.21600000000000003,0.74,0.4865
פעל,0.677,0.6735,0.6174999999999999
פעמון,0.5833333333333334,0.5136666666666666,0.457
פעמון דלת,0.564,0.5,0.307
פעמונים,0.625,0.49,0.402
פענוח,0.459,0.445,0.6
פעפוע,0.397,0.417,0.415
פער,0.396,0.451,0.357
פפאיה,0.63,0.306,0.3
פפטיד,0.38,0.48,0.411
פפירוס,0.459,0.24,0.324
פפרוני,0.796,0.472,0.358
פפריקה,0.417,0.25,0.264
פציעה,0.049,0.769,0.287
פציפיסט,0.663,0.153,0.557
פצירה,0.48,0.316,0.463
פצע,0.1675,0.6295,0.33599999999999997
פצעון,0.245,0.37,0.274
פצץ,0.42,0.509,0.411
פצצה,0.247,0.89,0.7215
פצצת אטום,0.125,0.905,0.873
פקאן,0.552,0.316,0.358
פקודה,0.5163333333333333,0.5193333333333333,0.6716666666666667
פקולטה,0.629,0.4215,0.746
פקולטות,0.643,0.431,0.76
פקחות,0.878,0.509,0.921
פקיד,0.5,0.579,0.509
פקיד בית משפט,0.347,0.519,0.759
פקידותי,0.52,0.396,0.491
פקס,0.406,0.368,0.304
פקסימיליה,0.49,0.5,0.543
פקעת,0.514,0.2876666666666667,0.3096666666666667
פקעת עצבים,0.112,0.867,0.179
פקעתי,0.39,0.442,0.43
פקק,0.347,0.25,0.281
פר,0.281,0.402,0.375
פראון,0.488,0.324,0.39
פראות,0.235,0.906,0.746
פראי,0.13233333333333333,0.6573333333333333,0.467
פראפין,0.426,0.291,0.343
פרבולה,0.542,0.413,0.62
פרבולי,0.459,0.509,0.5
פרבר,0.474,0.519,0.312
פרברים,0.474,0.519,0.312
פרג,0.635,0.392,0.357
פרגולה,0.583,0.49,0.591
פרגמטי,0.573,0.433,0.637
פרד,0.2955,0.40449999999999997,0.306
פרדוקס,0.417,0.442,0.482
פרדוקסלי,0.406,0.547,0.433
פרדיגמה,0.573,0.429,0.779
פרדיקט,0.635,0.344,0.465
פרדס,0.76,0.269,0.333
פרה,0.449,0.23,0.3
פרה פרה,0.615,0.269,0.319
פרווה,0.583,0.392,0.315
פרוורטי,0.146,0.808,0.464
פרוות בונה,0.583,0.337,0.368
פרוותי,0.428,0.4,0.333
פרוזדור,0.573,0.23,0.279
פרוזדור (אנטומיה),0.469,0.365,0.473
פרוטרט,0.698,0.186,0.467
פרומון,0.561,0.573,0.561
פרוע,0.20350000000000001,0.719,0.40249999999999997
פרוצה,0.304,0.6375,0.38
פרוקי רגליים,0.344,0.464,0.434
פרוקסיד,0.458,0.529,0.51
פרוש,0.443,0.4625,0.4385
פרזאולוגיה,0.62,0.406,0.537
פרח,0.8230000000000001,0.26266666666666666,0.2976666666666667
פרח הפורח במאי,0.69,0.463,0.429
פרח חובלים,0.469,0.615,0.785
פרחה,0.219,0.594,0.384
פרחוני,0.8125,0.2835,0.355
פרחח,0.312,0.44,0.231
פרחים,0.875,0.324,0.33
פרט,0.5670000000000001,0.37366666666666665,0.5113333333333333
פרטיזן,0.615,0.549,0.669
פרטים,0.5934999999999999,0.3575,0.503
פרטים קטנים,0.323,0.257,0.316
פרטנר,0.673,0.302,0.586
פרי,0.8805000000000001,0.32399999999999995,0.2855
פרי הדר,0.469,0.368,0.375
פריגטה,0.49,0.51,0.56
פרידה,0.195,0.521,0.472
פרידוט,0.458,0.481,0.435
פריזבי,0.706,0.543,0.364
פריחה,0.531,0.77,0.6165
פריט,0.594,0.27,0.465
פריטים,0.542,0.401,0.434
פריים,0.469,0.333,0.42
פריך,0.58325,0.573,0.457
פרילנסר,0.614,0.564,0.553
פריסה,0.51,0.52,0.612
פריסקופ,0.604,0.375,0.609
פריעה,0.74,0.644,0.673
פריפה,0.408,0.231,0.228
פריפריה,0.469,0.36,0.366
פריצה,0.306,0.7586666666666666,0.5046666666666667
פריצה מהכלא,0.354,0.629,0.471
פריצת דרך,0.68,0.525,0.718
פריק,0.478,0.337,0.443
פריקה,0.427,0.538,0.578
פרישות,0.281,0.334,0.469
פרלונג,0.418,0.446,0.431
פרליגל,0.479,0.47,0.519
פרלמנט,0.573,0.54,0.858
פרלמנטרי,0.49,0.554,0.755
פרלקסה,0.437,0.394,0.471
פרמדיקים,0.479,0.594,0.712
פרמז'ן,0.698,0.321,0.382
פרמט,0.562,0.308,0.438
פרמקולוגיה,0.56,0.44,0.526
פרנואיד,0.122,0.918,0.364
פרנויה,0.146,0.841,0.407
פרנזים,0.52,0.387,0.323
פרנכימה,0.5,0.399,0.595
פרנסה,0.698,0.481,0.721
פרנק,0.71,0.451,0.64
פרס,0.7639999999999999,0.6413333333333333,0.6366666666666667
פרס כוחות,0.235,0.724,0.421
פרסה,0.455,0.4526666666666667,0.33899999999999997
פרסום,0.622,0.608,0.632
פרסומות,0.551,0.5,0.595
פרסומת,0.6523333333333333,0.5186666666666667,0.5539999999999999
פרסונה,0.6970000000000001,0.402,0.7204999999999999
פרסים,0.958,0.736,0.652
פרסם,0.789,0.6194999999999999,0.73925
פרספקטיבה,0.688,0.47,0.704
פרסקו,0.827,0.28,0.32
פרעה,0.656,0.491,0.798
פרעוש,0.286,0.353,0.218
פרפקטו,0.802,0.567,0.889
פרפקציוניסט,0.667,0.704,0.905
פרפר,0.892,0.327,0.314
פרפראזה,0.5,0.375,0.444
פרץ,0.3335,0.75,0.48950000000000005
פרצה,0.406,0.755,0.491
פרצופי,0.594,0.429,0.433
פרק,0.4683999999999999,0.37960000000000005,0.40120000000000006
פרק הצבע,0.655,0.333,0.393
פרקה,0.531,0.3,0.314
פרקט,0.541,0.24,0.422
פרקטי,0.71,0.49,0.608
פרקטיקה,0.438,0.439,0.593
פרקי אצבעות,0.271,0.461,0.32
פרקינסון,0.104,0.57,0.373
פרקליט,0.5315,0.5445,0.761
פרקליטות,0.5,0.646,0.731
פרש,0.603,0.5603333333333333,0.602
פרשה,0.52,0.459,0.657
פרשייה,0.52,0.459,0.657
פרשן,0.5105,0.51,0.726
פרשנות,0.6395,0.498,0.533
פרשני,0.53,0.5295000000000001,0.72
פרת משה רבנו,0.546,0.41700000000000004,0.3025
פשוט,0.448,0.194,0.2435
פשוט עם,0.448,0.365,0.327
פשוט עצור,0.417,0.379,0.364
פשוטו כמשמעו,0.571,0.353,0.673
פשט,0.474,0.468,0.397
פשיזם,0.104,0.74,0.695
פשיטה,0.418,0.618,0.676
פשיטת יד,0.292,0.461,0.202
פשיטת רגל,0.16533333333333333,0.6,0.282
פשיסט,0.2,0.755,0.527
פשיסטי,0.2,0.755,0.527
פשע,0.13849999999999998,0.8755,0.5509999999999999
פשרה,0.677,0.52,0.805
פתאום,0.25,0.808,0.556
פתאומי,0.421,0.7044999999999999,0.601
פתגם,0.696,0.48850000000000005,0.7264999999999999
פתוח,0.62,0.48,0.569
פתוח במקצת,0.46,0.413,0.446
פתולוג,0.354,0.552,0.585
פתולוגי,0.22,0.602,0.58
פתולוגיה,0.271,0.56,0.558
פתום,0.52,0.41,0.523
פתח,0.5105,0.3295,0.46950000000000003
פתח במפתח,0.469,0.497,0.521
פתטי,0.088,0.464,0.139
פתי,0.40599999999999997,0.5063333333333334,0.341
פתיון,0.276,0.327,0.296
פתיחה,0.5785,0.456,0.5555
פתיחות,0.837,0.561,0.667
פתיינית,0.448,0.519,0.404
פתית,0.385,0.388,0.289
פתיתי,0.363,0.509,0.279
פתן,0.388,0.461,0.588
פתק הצבעה,0.521,0.361,0.358
פתרון,0.76,0.538,0.519
צ'או,0.542,0.426,0.409
צ'אט,0.729,0.4,0.346
צ'אטני,0.459,0.37,0.4
צ'אי,0.5,0.375,0.363
צ'ה צ'ה,0.714,0.546,0.324
צ'יזבורגר,0.802,0.529,0.336
צ'ייסר,0.375,0.83,0.645
צ'ילי,0.592,0.566,0.433
צ'ינוק,0.408,0.497,0.491
צ'ינצ'ילה,0.48,0.45,0.286
צ'יף,0.4315,0.5365,0.8645
צ'יפס,0.5565,0.637,0.4405
צ'יק,0.493,0.42400000000000004,0.3645
צ'יקן,0.25,0.381,0.384
צ'לו,0.635,0.324,0.528
צ'לן,0.667,0.5,0.486
צ'מבלו,0.541,0.49,0.438
צ'ק,0.698,0.529,0.66
צ'ק אאוט,0.597,0.51,0.67
צ'ק ליסט,0.561,0.521,0.552
צַו מְנִיעָה,0.281,0.422,0.519
צָחִיחַ,0.25,0.235,0.255
צאצא,0.684,0.42,0.625
צאצאים,0.656,0.435,0.6
צאר,0.48,0.348,0.643
צבא,0.4065,0.7344999999999999,0.8885000000000001
צבא יבשה,0.417,0.759,0.902
צבאי,0.438,0.71,0.806
צבאי למחצה,0.154,0.804,0.727
צבוע,0.39980000000000004,0.5564,0.37679999999999997
צבטן,0.386,0.422,0.317
צבי,0.656,0.4185,0.4535
צביטה,0.29033333333333333,0.7066666666666667,0.316
צביעה,0.661,0.4945,0.398
צביעות,0.281,0.5115000000000001,0.474
צבירה,0.51325,0.63225,0.61825
צבע,0.7226,0.3206,0.3602
צבעוני,0.85,0.52,0.519
צבעים,0.875,0.349,0.34
צבר,0.5415,0.5085,0.766
צבת,0.561,0.334,0.441
צג,0.677,0.325,0.4
צד אפל,0.102,0.69,0.365
צד הגבעה,0.625,0.292,0.458
צד קדמי,0.47,0.394,0.464
צדדי,0.531,0.422,0.717
צדי,0.469,0.37,0.322
צדפה,0.471,0.3065,0.2995
צדק,0.76,0.538,0.787
צדקה,0.92,0.284,0.551
צהבת,0.1345,0.538,0.3565
צהלה,0.698,0.58,0.464
צהריים,0.531,0.343,0.518
צו,0.507,0.4974,0.7272000000000001
צואה,0.155,0.48033333333333333,0.2343333333333333
צואתי,0.255,0.528,0.213
צובט,0.395,0.644,0.38049999999999995
צובע,0.781,0.469,0.353
צוהל,0.875,0.7395,0.6715
צוהר,0.556,0.40149999999999997,0.5245
צוואר,0.541,0.245,0.345
צוואר בקבוק,0.284,0.471,0.287
צוואר הרחם,0.429,0.36,0.34
צווארון,0.656,0.442,0.446
צווארי,0.271,0.573,0.426
צוות,0.604,0.598,0.735
צוחק,0.762,0.70875,0.47175
צוללן,0.5139999999999999,0.5366666666666666,0.513
צוללנים,0.583,0.58,0.602
צולע,0.307,0.426,0.2795
צום,0.388,0.37,0.394
צומח,0.7655,0.353,0.487
צומת,0.39875,0.48675,0.4685
צומת דרכים,0.365,0.582,0.491
צונן,0.632,0.34299999999999997,0.4315
צועני,0.375,0.665,0.396
צוער,0.504,0.393,0.664
צוף,0.746,0.331,0.398
צופה מהצד,0.48,0.462,0.491
צופן,0.49,0.414,0.5
צופף,0.694,0.286,0.585
צופר,0.4275,0.5625,0.4105
צוק,0.361,0.62,0.509
צוקה,0.45,0.52,0.547
צורך,0.5385,0.5225,0.394
צורכת,0.573,0.541,0.536
צורם,0.21,0.673,0.309
צורת הליכה,0.51,0.398,0.505
צחוק,0.959,0.654,0.588
צחוקים,0.812,0.846,0.425
צחיח,0.248,0.353,0.3
צחק,0.7799999999999999,0.6890000000000001,0.47200000000000003
צחקוק,0.7815,0.677,0.4205
צחקוקים,0.865,0.684,0.346
צחקק,0.8285,0.6910000000000001,0.39449999999999996
צי,0.49533333333333335,0.6433333333333333,0.7516666666666666
ציאניד,0.229,0.667,0.545
ציבור הבוחרים,0.53,0.43,0.696
ציד,0.448,0.713,0.714
ציד אדם,0.145,0.925,0.657
ציד בלתי חוקי,0.302,0.824,0.526
צידנית,0.664,0.375,0.46
ציוד,0.745,0.495,0.7
ציוד צבאי,0.531,0.294,0.417
ציוויליזציה,0.823,0.452,0.839
ציוות,0.5369999999999999,0.4385,0.7
ציון,0.6094999999999999,0.3545,0.583
ציון דרך,0.694,0.355,0.681
ציונים,0.521,0.349,0.566
ציוץ,0.4453333333333333,0.4816666666666667,0.36599999999999994
ציוץ כועס,0.265,0.644,0.471
ציוץ שמח,0.847,0.588,0.437
ציור,0.7313333333333333,0.32966666666666666,0.38233333333333336
ציור קיר,0.551,0.265,0.454
ציורי,0.802,0.491,0.483
ציות,0.7805,0.307,0.643
ציטומגלווירוס,0.186,0.657,0.443
ציטופלזמה,0.378,0.442,0.474
ציטט,0.437,0.367,0.543
ציטטה,0.57,0.549,0.508
צייד,0.523,0.6923333333333334,0.6186666666666666
צייד בניגוד לחוק,0.27749999999999997,0.765,0.622
ציידים בניגוד לחוק,0.315,0.857,0.632
ציידת,0.357,0.717,0.765
ציין,0.573,0.46,0.5735
ציינתי,0.615,0.382,0.464
צייר,0.677,0.366,0.487
ציית,0.6903333333333334,0.433,0.5843333333333334
צייתן,0.7336666666666667,0.24466666666666667,0.5406666666666666
צילום,0.63,0.431,0.36
צילומי,0.761,0.429,0.564
צילייה,0.615,0.264,0.398
צילינדר,0.459,0.324,0.447
צילם,0.729,0.327,0.431
צימד,0.612,0.286,0.65
צימוד,0.594,0.479,0.555
צינוק,0.276,0.608,0.44
צינור,0.45780000000000004,0.3788,0.363
צינור ניקוז,0.417,0.413,0.277
ציני,0.14550000000000002,0.696,0.4735
ציניות,0.104,0.78,0.454
ציניקן,0.135,0.632,0.473
צינית,0.51,0.25,0.443
צינרור,0.276,0.598,0.526
ציסטה,0.173,0.578,0.312
ציסטי,0.314,0.481,0.4
ציער,0.10666666666666667,0.6363333333333333,0.3413333333333333
ציפה,0.563,0.41740000000000005,0.44980000000000003
ציפוי,0.6016,0.3606,0.48460000000000003
ציפוי מט,0.479,0.405,0.423
ציפור,0.6615,0.3755,0.38549999999999995
ציפור כחולה,0.573,0.35,0.45
ציפור נקבה,0.542,0.406,0.407
ציפור שיר,0.513,0.337,0.423
ציפורן,0.4395,0.39749999999999996,0.3945
ציפורניים,0.281,0.698,0.562
ציפייה,0.6505,0.64375,0.659
ציפייה גדולה,0.786,0.735,0.655
ציפייה מתונה,0.667,0.451,0.574
ציפייה קיצונית,0.551,0.74,0.704
ציפית,0.5,0.179,0.25
ציפית לכרית,0.5,0.179,0.25
ציץ,0.47,0.615,0.455
ציצה,0.458,0.333,0.333
ציקלון,0.416,0.796,0.673
ציר,0.458,0.33699999999999997,0.4285
ציר מרק,0.5,0.245,0.168
צירוס,0.47,0.451,0.348
צירוף,0.4995,0.4505,0.5455
צירוף מקרים,0.612,0.45,0.518
צירופי,0.561,0.436,0.428
צירי,0.3335,0.264,0.4235
צירף,0.562,0.35,0.439
ציתות,0.49,0.38,0.441
צלב,0.46199999999999997,0.453,0.5326666666666666
צלבן,0.439,0.588,0.548
צלה,0.702,0.5,0.373
צלוי,0.702,0.5,0.373
צלול,0.7093333333333334,0.42,0.5666666666666665
צלולואיד,0.469,0.44,0.425
צלוליט,0.2,0.384,0.256
צלופח,0.292,0.564,0.487
צלופח מורנה,0.51,0.402,0.463
צלופן,0.648,0.282,0.289
צלחת,0.5675,0.25,0.315
צלי,0.51,0.404,0.33
צליבה,0.135,0.857,0.541
צליין,0.5055000000000001,0.3365,0.491
צליינות,0.708,0.522,0.625
צליל,0.333,0.566,0.375
צליל מתכתי,0.448,0.472,0.407
צלילה,0.44499999999999995,0.6105,0.525
צלילות,0.875,0.316,0.689
צליעה,0.431,0.441,0.257
צלל,0.307,0.69,0.55
צלם,0.628,0.4665,0.552
צלם קולנוע,0.792,0.455,0.711
צלע הגבעה,0.625,0.292,0.458
צלף,0.505,0.6014999999999999,0.509
צלצול,0.453,0.493,0.39925
צלצל,0.46900000000000003,0.5606666666666666,0.462
צמא דם,0.052,0.804,0.644
צמד,0.42,0.431,0.5
צמה,0.427,0.222,0.216
צמוד,0.47350000000000003,0.441,0.56
צמח,0.73,0.18,0.371
צמח מטפס,0.429,0.558,0.366
צמחי,0.592,0.255,0.39
צמיד,0.776,0.34,0.322
צמיד רגל,0.41,0.276,0.302
צמיחה,0.6825,0.5535,0.724
צמצום,0.3486666666666667,0.4706666666666666,0.4123333333333334
צמצם,0.436,0.40900000000000003,0.5115000000000001
צמר,0.561,0.25,0.381
צמרירי,0.781,0.431,0.356
צמרמורת,0.354,0.647,0.361
צמתי,0.438,0.351,0.411
צנוע,0.6311666666666667,0.2688333333333333,0.434
צנזור,0.344,0.276,0.538
צנזורה,0.219,0.698,0.421
צנח,0.58,0.745,0.455
צנטריפוגה,0.495,0.622,0.527
צנטריפוגלי,0.306,0.651,0.48
צניעות,0.6234999999999999,0.316,0.5045
צנע,0.438,0.406,0.534
צנרת,0.422,0.337,0.40800000000000003
צעד,0.49,0.344,0.262
צעד מפתיע,0.275,0.815,0.607
צעידה,0.583,0.551,0.491
צעיף,0.357,0.407,0.454
צעיר,0.678,0.49,0.526
צעצוע,0.708,0.602,0.277
צעק,0.635,0.711,0.639
צעקה,0.4115,0.7615000000000001,0.4605
צעקני,0.653,0.735,0.721
צער,0.1235,0.69275,0.39649999999999996
צף,0.602,0.427,0.444
צפה,0.5551666666666667,0.4788333333333334,0.494
צפוי,0.5356666666666666,0.35633333333333334,0.509
צפוי לקרות,0.562,0.34,0.467
צפון,0.531,0.255,0.45
צפון מזרח,0.562,0.26,0.375
צפון מערב,0.604,0.345,0.451
צפון מערבי,0.479,0.306,0.462
צפוני,0.576,0.344,0.436
צפוף,0.524,0.3145,0.5605
צפורן,0.439,0.296,0.315
צפיפות,0.4365,0.5625,0.526
צפירה,0.549,0.635,0.415
צפלין,0.6,0.41,0.532
צפע,0.388,0.461,0.588
צפצוף,0.48533333333333334,0.5193333333333333,0.37633333333333335
צפצפה רעדנית,0.479,0.28,0.395
צפרדע,0.46950000000000003,0.4355,0.2875
צפרדע השור,0.344,0.481,0.422
צר,0.26,0.368,0.356
צר - אופקים,0.153,0.76,0.462
